Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
APRA,Pinotta,32 Best St,Fitzroy North,VIC,3068.0,32 Best St Fitzroy North VIC 3068 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,130,Small,Restaurant or Cafe,Live,,Under 500,,Restaurant and Cafe Licence,Trading to 1am,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.78415103,144.9833557,-37.8875741,145.0775734,-37.8875741,145.0775734
VLMVA,Pistol Pete's Food N Blues,93A Little Mallop Street,Geelong,VIC,3220.0,93A Little Mallop Street Geelong VIC 3220 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,Raimondo,pmondo64@gmail.com,61410684964,,pmondo64@gmail.com,0410 684 964,https://www.pistolpetesfoodnblues.com.au/,Venue,71,Small,Restaurant or Cafe,Live,,Under 500,,On-Premises Licence,Trading to 1am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,Not required,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,36 654 189 607,Yes,Venues,-38.14797592,144.3596341,-37.95818,145.2627389,-37.95818,145.2627389
VLMVA,Pizzeria Adamo,86 Yarra Street,Geelong,VIC,3220.0,86 Yarra Street Geelong VIC 3220 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,50,Small,Restaurant or Cafe,Live,,Under 500,,Restaurant and Cafe Licence,Ordinary trading hours,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.14950148,144.3621722,-38.1621662,144.3270597,-38.1621662,144.3270597
VLMVA,Platform,"Vaults 7 & 8, Banana Alley Vaults Flinders Street",Melbourne,VIC,3000.0,"Vaults 7 & 8, Banana Alley Vaults Flinders Street Melbourne VIC 3000 ",Melbourne City Council,Metro,Metro,Melbourne,Leonards,chris@platformone.com.au,,,info@platformone.com.au,+61 3 96207080,https://platformone.com.au/,Venue,680,Medium,,,,500+,,Late-Night (General) Licence,Trading to 7am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.819451,144.962267,-37.3684162,141.2150816,-37.3684162,141.2150816
VLMVA,Platform 3095,965 Main Road,Eltham,VIC,3095.0,965 Main Road Eltham VIC 3095 ,Nillumbik Shire Council,Metro,Outer Metro,Melbourne,Rangasamy,platform3095@gmail.com,,,platform3095@gmail.com,0432 264 097,https://sites.google.com/view/platform-3095,Venue,200,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,3 or more a week,Dedicated presenters: More than 1 a week,"Yes, but it is an unpaid role","No, required to be supplied by act/performers",,,,,Group B,Group B – Venues hosting 1 or more gig per week,43 235 672 024,Yes,Venues,-37.71356721,145.1481337,-37.873251,144.748132,-37.873251,144.748132
GIGS,Platform One,"Vault 7 & 8 Banana Alley, Flinders Street",Melbourne,VIC,3000.0,"Vault 7 & 8 Banana Alley, Flinders Street Melbourne VIC 3000 ",Melbourne City Council,Metro,Metro,Melbourne,Leonards,lisa@platformone.com.au,61410971850,,,,https://www.platformone.com.au,Venue,No Data,No Data,Night Club,,DJ,Under 500,,No Data,No Data,1 or more a week,Regular presenters: Hosting one gig per week,No,"Yes, and it is a paid role",,,,,Group A,Group A – Venues hosting 2 or more gigs per week,32 714 141 124,Yes,Venues,.,.,-37.7486932,144.965134,-37.7486932,144.965134
VLMVA,Plenty Ranges Convention Centre,Plenty Ranges Convention Centre Ferres Boulevard,South Morang,VIC,3752.0,Plenty Ranges Convention Centre Ferres Boulevard South Morang VIC 3752 ,Whittlesea City Council,Metro,Outer Metro,Melbourne,,,,,info@pracc.com.au,+61 3 9217 2317,https://www.pracc.com.au/,Venue,2483,Large,,,,500+,,On-Premises Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.6438351,145.068562,-37.7908198,144.8892,-37.7908198,144.8892
VLMVA,Plough Hotel,333 Barkly Street,Footscray,VIC,3011.0,333 Barkly Street Footscray VIC 3011 ,Maribyrnong City Council,Metro,Metro,Melbourne,,,,,info@ploughhotel.com.au,03 9687 2878,https://www.ploughhotel.com.au/,Venue,500,Medium,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.799137,144.892781,-37.8524608,144.9965862,-37.8524608,144.9965862
APRA,Plough Inn Tarrawingee,2322 Wangaratta Beechworth Rd,Tarrawingee,VIC,3678.0,2322 Wangaratta Beechworth Rd Tarrawingee VIC 3678 ,Wangaratta Rural City Council,Regional,Regional,High Country,,,,,,,,Venue,No Data,No Data,Hotel,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-37.847198,144.9943811,-37.847198,144.9943811
VLMVA,Plus 5,37 South Wharf Prom,Southbank,VIC,3006.0,37 South Wharf Prom Southbank VIC 3006 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,0091manager@plus5bar.com.au,+61 3 9682 0091,https://www.plus5bar.com.au,Venue,No Data,No Data,Hotel,Live,,Under 500,,No Data,No Data,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.82413264,144.9510909,-37.8513694,144.9885111,-37.8513694,144.9885111
GIGS,Pockets Moorabbin,168 Chesterville Rd,Moorabbin,VIC,3189.0,168 Chesterville Rd Moorabbin VIC 3189 ,Kingston City Council,Metro,Metro,Melbourne,Titus,arthur.titus@pockets.com.au,61430569000,,,,https://pockets.com.au/,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,3 or more a month,Regular presenters: Hosting one gig per week,No,"Yes, and it is a paid role",,,,,Group B,Group B – Venues hosting 1 or more gig per week,70 637 019 731,Yes,Venues,.,.,-37.852352,144.998191,-37.852352,144.998191
GIGS,Pockets Tullamarine,11/217 Mickleham Road,Tullamarine,VIC,3043.0,11/217 Mickleham Road Tullamarine VIC 3043 ,Brimbank City Council,Metro,Outer Metro,Melbourne,Titus,arthur.titus@pockets.com.au,61430569000,,,,https://pockets.com.au/,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,3 or more a month,Regular presenters: Hosting one gig per week,No,"Yes, and it is a paid role",,,,,Group C,Group C – Venues hosting 1 or more gig per month,70 637 019 731,Yes,Venues,.,.,-36.7500468,144.1990894,-36.7500468,144.1990894
VLMVA,Point Leo Estate,3649 Frankston-Flinders Rd,Merricks,VIC,3916.0,3649 Frankston-Flinders Rd Merricks VIC 3916 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,600,Medium,,,,500+,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.403064,145.073827,-37.8463162,144.9913793,-37.8463162,144.9913793
VLMVA,Polish Community Association In Geelong,White Eagle House Fellmongers Road,Breakwater,VIC,3219.0,White Eagle House Fellmongers Road Breakwater VIC 3219 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.18086392,144.3780027,-37.7631642,145.313018,-37.7631642,145.313018
VLMVA,Polish Sporting Recreation & Community Association,19 Carrington Drive,Albion,VIC,3020.0,19 Carrington Drive Albion VIC 3020 ,Brimbank City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,560,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.771569,144.806874,-36.3526493,146.3275553,-36.3526493,146.3275553
VLMVA,Polly Bar,401 Brunswick Street,Fitzroy,VIC,3065.0,401 Brunswick Street Fitzroy VIC 3065 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,100,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.795094,144.978819,-37.829582,144.9455662,-37.829582,144.9455662
APRA,Pontoon,30 Jacka Bvd,St Kilda,VIC,3182.0,30 Jacka Bvd St Kilda VIC 3182 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,Restaurant or Cafe,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-37.7332654,145.0045575,-37.7332654,145.0045575
VLMVA,Poowong Hotel,Main Street,Poowong,VIC,3988.0,Main Street Poowong VIC 3988 ,South Gippsland Shire Council,Regional,Regional,Gippsland,,,,,admin@thepoowonghotel.com.au,03 5659 2351,https://www.thepoowonghotel.com.au/,Venue,150,Small,,,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.34236148,145.7647752,-37.829769,144.9249375,-37.829769,144.9249375
VLMVA,Porcupine Village,8 Allans Rd,Maldon,VIC,3463.0,8 Allans Rd Maldon VIC 3463 ,Mount Alexander Shire Council,Regional,Regional,Goldfields,,,,,Reception@porcupinevillage.com.au,+61 3 4417 5900,https://www.porcupinevillage.com.au/,Venue,105,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.9882527,144.0921701,-34.1848243,142.1610197,-34.1848243,142.1610197
VLMVA,Porepunkah Pub,13 Nicholson St,Porepunkah,VIC,3740.0,13 Nicholson St Porepunkah VIC 3740 ,Alpine Shire Council,Regional,Regional,High Country,,,,,Manager@porepunkahpub.com.au,+61 3 5756 2111,https://porepunkahpub.com.au,Venue,127,Small,,,,Under 500,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-36.70063354,146.9123677,-37.7968654,148.5307027,-37.7968654,148.5307027
APRA,Port Campbell Holiday Park,30 Morris Street,Port Campbell,VIC,3269.0,30 Morris Street Port Campbell VIC 3269 ,Corangamite Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,Caravan or Tourist Park,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,.,.,-37.8753994,147.9950555,-37.8753994,147.9950555
VLMVA,Port Campbell Hotel,Lord Street,Port Campbell,VIC,3269.0,Lord Street Port Campbell VIC 3269 ,Corangamite Shire Council,Regional,Regional,Great Ocean Road,,,,,portcampbellhotel@outlook.com,+61 3 5598 6320,https://portcampbellhotel.com.au,Venue,360,Medium,Hotel,Live,DJ,Under 500,,On-Premises Licence,Ordinary Trading Hours,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.6165647,142.9996984,-37.8533571,144.8960959,-37.8533571,144.8960959
VLMVA,Port Fairy Bowls Club,Bowls Ct,Port Fairy,VIC,3284.0,Bowls Ct Port Fairy VIC 3284 ,Moyne Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,400,Medium,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-38.36116004,142.2827084,-37.8353732,144.944953,-37.8353732,144.944953
VLMVA,Port Fairy Golf Club,Woodbine Road,Port Fairy,VIC,3284.0,Woodbine Road Port Fairy VIC 3284 ,Moyne Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,450,Medium,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.38374872,142.2379362,-36.9847807,143.3906074,-36.9847807,143.3906074
VLMVA,Port Melbourne Bowling Club,Spring Street,Port Melbourne,VIC,3207.0,Spring Street Port Melbourne VIC 3207 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,venuemanager@portbowler.com.au,+61 3 7064 5870,https://portbowler.com.au,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.8349907,144.9434128,-37.814696,145.0000762,-37.814696,145.0000762
VLMVA,Port Melbourne Industrial Centre For The Arts,1 Thackray Road,Port Melbourne,VIC,3207.0,1 Thackray Road Port Mel Ourne VIC 3207 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,ben@pica.melb,0456 819 826,https://www.pica.melbourne/,Venue,5000,Large,,,,500+,,No Data,No Data,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-37.0188639,145.1294209,-37.0188639,145.1294209
VLMVA,Port Melbourne Yacht Club,Beach Street,Port Melbourne,VIC,3207.0,Beach Street Port Melbourne VIC 3207 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,office@pmyc.asn.au,+61 3 9645 3107,https://www.pmyc.asn.au,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.843531,144.937423,-37.8090902,144.9878254,-37.8090902,144.9878254
VLMVA,Portarlington Golf Club,130 Hood Road,Portarlington,VIC,3223.0,130 Hood Road Portarlington VIC 3223 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,525,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.12382061,144.67008,-37.8836314,145.0534455,-37.8836314,145.0534455
VLMVA,Portland Football Netball Cricket Club,Hanlon Park Pavilion Hanlon Park Cnr Hurd & Henty Streets,Portland,VIC,3305.0,Hanlon Park Pavilion Hanlon Park Cnr Hurd & Henty Streets Portland VIC 3305 ,Glenelg Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.36984934,141.6255791,-37.8107288,144.9724639,-37.8107288,144.9724639
VLMVA,Portland Golf Club,Madeira Packet Road,Portland,VIC,3305.0,Madeira Packet Road Portland VIC 3305 ,Glenelg Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,60,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.42856335,141.5423759,-37.6489528,143.876153,-37.6489528,143.876153
VLMVA,Portland RSL Memorial Bowling Club,3527 Casterton/Apsley Road,Portland,VIC,3305.0,3527 Casterton/Apsley Road Portland VIC 3305 ,Glenelg Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.346495,141.599487,-38.6475834,146.2054585,-38.6475834,146.2054585
VLMVA,Post Office Hotel,231 Sydney Road,Coburg,VIC,3058.0,231 Sydney Road Coburg VIC 3058 ,Merri-Bek City Council,Metro,Metro,Melbourne,Caneva,danial@thepostofficehotel.com.au,,,,+61 3 9386 5300,https://www.thepostofficehotel.com.au/,Venue,271,Medium,Hotel,Live,,Under 500,,Late-Night (General) Licence,Trading to 3am,3 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.7486625,144.965102,-37.7702365,144.9985394,-37.7702365,144.9985394
VLMVA,Powell Hotel,202 Ballarat Road,Footscray,VIC,3011.0,202 Ballarat Road Footscray VIC 3011 ,Maribyrnong City Council,Metro,Metro,Melbourne,,,,,info@powellhotel.com.au,+61 3 9851 4284,http://www.powellhotel.com.au/,Venue,525,Medium,,,,500+,,Late-Night (General) Licence,Trading to 5am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.79060066,144.8891873,-38.4935813,145.2928363,-38.4935813,145.2928363
VLMVA,Prahran Club,258-262 High Street,Prahran,VIC,3181.0,258-262 High Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.85246076,144.9965862,-37.1044435,144.8513261,-37.1044435,144.8513261
VLMVA,Prahran Football Social Club Inc.,1St Floor 328-338 Chapel Street,Prahran,VIC,3181.0,1St Floor 328-338 Chapel Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.84885637,144.9928416,-38.5446057,143.9649069,-38.5446057,143.9649069
VLMVA,Prahran Hotel,82 High Street,Prahran,VIC,3181.0,82 High Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,info@prahranhotel.com,+61 3 9529 2168,https://prahranhotel.com/,Venue,420,Medium,,,,Under 500,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.851385,144.988477,-37.8133642,144.9680652,-37.8133642,144.9680652
VLMVA,Prahran RSL Sub-Branch,301 High Street,Prahran,VIC,3181.0,301 High Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.852352,144.998191,-37.7662659,144.9581658,-37.7662659,144.9581658
VLMVA,Pratty's Patch,35 Monsants Road,Maiden Gully,VIC,3551.0,35 Monsants Road Maiden Gully VIC 3551 ,Greater Bendigo City Council,Regional,Regional,Goldfields,,,,,prattyspatch@hotmail.com.au,+61 3 5449 6341,https://www.prattyspatch.com.au/,Venue,180,Small,,,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.7499906,144.1990853,-37.7569445,145.3127575,-37.7569445,145.3127575
VLMVA,Pre Drinks Bar,149 Commercial Road,South Yarra,VIC,3141.0,149 Commercial Road South Yarra VIC 3141 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,100,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.8463433,144.9913878,-37.7997493,144.9014419,-37.7997493,144.9014419
VLMVA,Precinct Bar,"Lot 53, 5 Lifestyle Lane",Chirnside Park,VIC,3116.0,"Lot 53, 5 Lifestyle Lane Chirnside Park VIC 3116 ",Yarra Ranges Shire Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,162,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.76316425,145.313018,-38.6976951,145.865429,-38.6976951,145.865429
APRA,Precinct Bar and Restaurant,60-62 Faithfull St,Wangaratta,VIC,3677.0,60-62 Faithfull St Wangaratta VIC 3677 ,Wangaratta Rural City Council,Regional,Regional,High Country,,,,,,,,Venue,200,Small,Bar,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-38.3857833,144.9582941,-38.3857833,144.9582941
VLMVA,Precinct Hotel,60 Swan Street,Richmond,VIC,3121.0,60 Swan Street Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,info@precincthotel.com.au,+61 3 9429 1633,https://precincthotel.com.au/,Venue,840,Medium,Hotel,Live,DJ,500+,,Late-Night (General) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.82509358,144.9913847,-37.5569731,143.8755937,-37.5569731,143.8755937
VLMVA,Preston Hotel,635 High Street,Preston,VIC,3072.0,635 High Street Preston VIC 3072 ,Darebin City Council,Metro,Metro,Melbourne,,,,,,+61 3 9471 4811,https://www.prestonhotel.com.au/,Venue,480,Medium,,,,Under 500,,Late-Night (General) Licence,Trading to 7am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.73316646,145.0044246,-36.7706736,144.2785725,-36.7706736,144.2785725
VLMVA,Preston Makedonia Soccer & Social Club,231 Broadhurst Avenue,Reservoir,VIC,3073.0,231 Broadhurst Avenue Reservoir VIC 3073 ,Darebin City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.706736,144.982221,-37.8046031,144.9628154,-37.8046031,144.9628154
VLMVA,Preston-Reservoir Bowls Club,75 Leamington Street,Reservoir,VIC,3073.0,75 Leamington Street Reservoir VIC 3073 ,Darebin City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.71141788,144.9932762,-38.2718231,144.6582538,-38.2718231,144.6582538
VLMVA,Pride Of Our Footscray Community Bar,Level 1 86-88 Hopkins Street,Footscray,VIC,3011.0,Level 1 86-88 Hopkins Street Footscray VIC 3011 ,Maribyrnong City Council,Metro,Metro,Melbourne,,,,,meet@PrideofourFootscray.bar,61417219899,https://www.prideofourfootscray.bar/,Venue,No Data,No Data,Bar,Live,DJ,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.79988612,144.9024137,-38.2658325,144.6634469,-38.2658325,144.6634469
APRA,Prime Tourist Park,60 Myer Street,Lakes Entrance,VIC,3909.0,60 Myer Street Lakes Entrance VIC 3909 ,East Gippsland Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,No Data,No Data,Caravan or Tourist Park,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,.,.,-38.2475105,144.6923869,-38.2475105,144.6923869
VLMVA,"Prince Albert Hotel, Williamstown",149 Douglas Parade,Williamstown,VIC,3016.0,149 Douglas Parade Williamstown VIC 3016 ,Hobsons Bay City Council,Metro,Metro,Melbourne,,,,,,,,Venue,200,Small,,,,Under 500,,General Licence,Trading to 12 Midnight,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.853391,144.896033,-38.3197948,144.7146478,-38.3197948,144.7146478
VLMVA,Prince Alfred Hotel Port Melbourne,355 Bay Street,Port Melbourne,VIC,3207.0,355 Bay Street Port Melbourne VIC 3207 ,Port Phillip City Council,Metro,Metro,Melbourne,Davis,jacob@princealfred.com.au,61431616415,,info@princealfred.com.au,+61 3 9676 9643,https://princealfred.pub,Venue,200,Small,,,,Under 500,,General Licence,Trading to 1am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,"Yes, and it is a paid stand alone role","Yes, but it is an unpaid role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,90 671 117 570,Yes,Venues,-37.83537059,144.9449741,-37.8262462,144.9980834,-37.8262462,144.9980834
VLMVA,Prince Alfred Hotel Richmond,619 Church Street,Richmond,VIC,3121.0,619 Church Street Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,info@princealfredhotel.com.au,+61 3 8563 0046,https://princealfredhotel.com.au/,Venue,510,Medium,,,,500+,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-37.83247765,144.9969247,-38.3370963,144.3199553,-38.3370963,144.3199553
VLMVA,Prince Of Wales Hotel,109 Church Street,Richmond,VIC,3121.0,109 Church Street Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,+61 3 8582 6777,https://pow.com.au/,Venue,200,Small,,,,Under 500,,Late-Night (General) Licence,Trading 24 hours,No Data,No Data,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.81461867,145.0002272,-37.7711488,144.9616353,-37.7711488,144.9616353
